Majority protein IDs,Protein ID,Gene names,logFC,PValue,FDR,Fold_change,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
D4A994,D4A994,Emc1,-0.165995929,0.927541804,0.999934107,0.891313011,327570000,346080000,378090000,3.87E+08,392360000,366220000,302280000,291540000,340200000,360570000,316150000,322148000,25,29,32,36,37,31.8,22,22,22,26,18,22
D4A997,D4A997,Htatsf1,0.08221707,0.964066976,0.999934107,1.058643668,25157000,26136000,27593000,27449000,25485000,26364000,25500000,27248000,22967000,32166000,29856000,27547400,4,4,7,5,5,5,3,2,4,4,5,3.6
D4A9A3,D4A9A3,Cenpv,-0.746430903,0.684165912,0.999934107,0.596076374,26223000,26768000,22583000,28014000,22678000,25253200,16505000,21909000,0,18366000,17559000,14867800,8,4,6,4,8,6,2,3,0,2,3,2
D4A9D6,D4A9D6,Dhx9,-0.182241637,0.92047742,0.999934107,0.881332531,1080100000,1147700000,1149600000,1297100000,1269300000,1188760000,958780000,949310000,1026600000,1188700000,1046800000,1034038000,45,56,54,74,66,59,48,40,46,60,51,49
D4A9D8,D4A9D8,Osbp,0.091514274,0.960007504,0.999934107,1.065487947,33631000,72002000,74772000,90775000,74076000,69051200,69873000,76117000,34431000,116770000,66367000,72711600,3,5,9,13,10,8,6,10,3,10,5,6.8
D4A9L2,D4A9L2,Srsf1,0.153677317,0.932903114,0.999934107,1.112401286,450010000,519020000,448270000,553600000,502170000,494614000,585880000,662420000,557970000,409910000,495770000,542390000,34,38,35,38,30,35,37,31,35,19,25,29.4
D4A9P7,D4A9P7,LOC100363408,0.565983301,0.757196761,0.999934107,1.480396163,16216000,14622000,14869000,0,20007000,13142800,21538000,15159000,23195000,19314000,17043000,19249800,3,4,2,2,2,2.6,5,2,3,2,5,3.4
D4A9Q3;P62268;F1LTW8,D4A9Q3,RGD1563570;Rps23;RGD1563705,-0.06931711,0.969701356,0.999934107,0.953089029,242030000,259590000,276130000,265990000,303410000,269430000,290060000,204600000,217420000,293180000,262260000,253504000,9,10,12,8,9,9.6,10,8,11,10,9,9.6
D4AA35,D4AA35,Asmtl,0.13990017,0.938903523,0.999934107,1.10182887,24341000,19255000,18482000,21737000,15705000,19904000,22507000,20017000,20782000,22971000,21932000,21641800,2,3,3,4,5,3.4,4,5,4,5,3,4.2
D4AA63,D4AA63,Ubqln2,-0.270473458,0.882258447,0.999934107,0.829047428,73616000,94510000,96891000,93051000,88977000,89409000,70256000,69805000,86939000,80059000,58765000,73164800,7,10,11,9,10,9.4,6,8,7,8,4,6.6
D4AAE9,D4AAE9,Cisd2,-0.002605328,0.998860878,0.999934107,0.998195754,42630000,33435000,37139000,35156000,31960000,36064000,36725000,32798000,44339000,29058000,34569000,35497800,3,3,2,4,2,2.8,4,3,3,2,4,3.2
D4AAH6,D4AAH6,Psmg1,-0.081631478,0.964322598,0.999934107,0.944988398,12582000,9512900,8732600,10206000,12872000,10781100,12606000,0,12920000,12224000,12519000,10053800,4,5,4,6,3,4.4,4,0,3,4,0,2.2
D4AAI5;A0A0G2K139;Q9R0L4-2;Q9R0L4;G3V7E8;Q9R0L4-3,D4AAI5,Cand2,0.136920432,0.940201861,0.999934107,1.099555505,53906000,56655000,59308000,58388000,68294000,59310200,63034000,65769000,67426000,67095000,58551000,64375000,6,10,6,15,7,8.8,5,3,7,7,10,6.4
D4AAM0;A0A0G2K8P2,D4AAM0,Tnpo3,0.010163157,0.99555641,0.999934107,1.007069435,94100000,85205000,96431000,104950000,106310000,97399200,88511000,90566000,107270000,117730000,80356000,96886600,9,13,11,18,20,14.2,11,7,7,10,5,8
D4AB01,D4AB01,Hint2,0.190280847,0.916984178,0.999934107,1.140985808,13409000,0,0,0,0,2681800,15187000,0,0,0,0,3037400,4,2,0,0,0,1.2,2,2,0,0,0,0.8
D4AB03,D4AB03,Fam120a,-0.072599473,0.968267517,0.999934107,0.950923064,384190000,371890000,374520000,430600000,394080000,391056000,363960000,351670000,387180000,409920000,322790000,367104000,29,27,31,37,39,32.6,29,26,29,37,25,29.2
D4AB66,D4AB66,Ston2,0.350258657,0.84797621,0.999934107,1.27478916,36596000,48487000,64276000,53469000,58808000,52327200,69903000,63240000,31091000,98080000,67343000,65931400,2,7,10,5,5,5.8,8,8,2,12,7,7.4
D4ABB2,D4ABB2,Mlc1,-0.77942922,0.671157875,0.999934107,0.582597243,168470000,131870000,151880000,137360000,150770000,148070000,82702000,85650000,96053000,77412000,83756000,85114600,15,12,13,10,10,12,9,5,4,4,7,5.8
D4ABC4,D4ABC4,Smek1,-0.687575776,0.707645417,0.999934107,0.620896293,0,75223000,0,86124000,0,32269400,0,0,0,0,96943000,19388600,0,2,2,2,2,1.6,3,0,0,3,3,1.8
D4ABI6;Q91Y78,D4ABI6,Uchl3,-0.301706612,0.868802175,0.999934107,0.811292124,74801000,79996000,73328000,71540000,71496000,74232200,65691000,68074000,57622000,51821000,53870000,59415600,7,9,10,4,5,7,8,13,4,2,5,6.4
D4ABI7,D4ABI7,LOC100365676,-0.554579047,0.761910697,0.999934107,0.680855691,360390000,310800000,296430000,299260000,291960000,311768000,245260000,206680000,234950000,186430000,174100000,209484000,21,22,17,19,22,20.2,14,11,9,11,9,10.8
D4ABK7,D4ABK7,Hnrnph3,-0.539241514,0.768267048,0.999934107,0.688132595,77397000,61316000,94793000,73229000,102410000,81829000,43662000,60312000,44872000,62610000,66476000,55586400,13,8,11,6,10,9.6,5,3,4,5,5,4.4
D4ABM5,D4ABM5,Mrps34,-0.367744562,0.840505917,0.999934107,0.774993136,32318000,34665000,36844000,32834000,38011000,34934400,26464000,26565000,25020000,29916000,25692000,26731400,9,7,11,8,4,7.8,4,10,2,3,3,4.4
D4ABS5,D4ABS5,Pithd1,0.032417476,0.985827064,0.999934107,1.022724436,50086000,47290000,52313000,37193000,45446000,46465600,47767000,49251000,37867000,44436000,55101000,46884400,11,8,5,3,4,6.2,6,6,4,5,6,5.4
D4ABT8,D4ABT8,Hnrnpul2,-0.084550554,0.963047988,0.999934107,0.943078289,521530000,594310000,604960000,665080000,632330000,603642000,511720000,519160000,543580000,629240000,604560000,561652000,25,37,37,38,38,35,23,23,26,33,27,26.4
D4ABX9,D4ABX9,Emc6,-0.713630974,0.697207511,0.999934107,0.609783503,0,6624900,9737400,0,7750200,4822500,0,6270800,0,0,8140600,2882280,3,2,2,0,2,1.8,2,2,0,0,2,1.2
D4AC23,D4AC23,Cct7,0.058468365,0.974441237,0.999934107,1.041359616,1688800000,1371100000,1.30E+09,1014900000,1037200000,1281400000,1502300000,1346600000,1338900000,1.19E+09,1204600000,1317280000,57,81,71,83,75,73.4,67,64,61,62,61,63
D4AC36,D4AC36,Eif3f,0.170064359,0.925771993,0.999934107,1.125108675,272720000,214300000,242490000,186820000,178550000,218976000,231280000,248250000,260460000,224850000,250610000,243090000,17,20,22,19,23,20.2,19,18,21,20,18,19.2
D4AC38,D4AC38,Ago1,-0.837451497,0.648570738,0.999934107,0.559631278,0,20755000,23412000,21001000,22384000,17510400,0,0,0,27054000,21392000,9689200,0,4,6,3,4,3.4,0,0,0,4,2,1.2
D4AC97,D4AC97,RGD1310712,-0.871246758,0.635589103,0.999934107,0.546674218,56019000,0,0,0,0,11203800,30399000,0,0,0,0,6079800,4,2,2,2,2,2.4,3,2,2,2,4,2.6
D4ACB8,D4ACB8,Cct8,0.035589397,0.9844405,0.999934107,1.02497548,2344100000,1706800000,1740100000,1308700000,1260100000,1671960000,1858300000,1768700000,1652800000,1705200000,1478700000,1692740000,67,86,69,70,80,74.4,71,73,73,73,72,72.4
D4ACC2;D3ZD05,D4ACC2,Kank2,0.208844726,0.908925548,0.999934107,1.155762308,0,0,14907000,0,0,2981400,0,0,16904000,0,0,3380800,0,3,3,0,4,2,0,2,2,0,2,1.2
D4ACK1,D4ACK1,Nup214,-0.469997971,0.797190006,0.999934107,0.721965613,0,25752000,33429000,25460000,26237000,22175600,25428000,0,0,25693000,27781000,15780400,2,4,3,6,5,4,4,2,0,4,4,2.8
D4ACM1,D4ACM1,Elp3,-0.294493486,0.871905958,0.999934107,0.815358545,62182000,64459000,78008000,38634000,54735000,59603600,42430000,52328000,61905000,39368000,43710000,47948200,5,7,9,12,8,8.2,6,5,3,3,4,4.2
D4ACN8,D4ACN8,Plgrkt,-0.606818881,0.740407595,0.999934107,0.656642994,26199000,23610000,29052000,21738000,19999000,24119600,22222000,0,17222000,19095000,19577000,15623200,4,2,2,2,2,2.4,2,0,2,2,2,1.6
D4ACQ9,D4ACQ9,Gabpa,-1.667502233,0.37342011,0.999934107,0.314797888,17356000,9234000,18995000,0,0,9117000,0,14202000,0,0,0,2840400,3,4,5,0,2,2.8,0,3,0,2,0,1
D4ACS0;D4A1S6;D3ZR53;A0A0G2JWJ0;Q10728-2;Q10728-3;Q10728,D4ACS0,Ppp1r12a,0.20087325,0.912384834,0.999934107,1.149393862,33490000,31077000,35364000,33276000,40926000,34826600,45055000,45112000,25849000,41240000,40350000,39521200,4,3,5,3,4,3.8,5,5,2,8,4,4.8
D4ACV3;K7S2S2;P0CC09,D4ACV3,Hist2h2ac;Hist2h2aa2;Hist2h2aa3,1.153499813,0.532645611,0.999934107,2.224528857,9235600,0,0,0,0,1847120,0,20434000,0,0,0,4086800,3,9,5,3,14,6.8,2,7,0,0,0,1.8
D4ACW1,D4ACW1,Nop2,-0.300450975,0.869342251,0.999934107,0.811998533,23282000,23027000,30935000,31531000,31037000,27962400,29331000,25489000,27862000,29717000,0,22479800,3,2,4,4,4,3.4,3,4,2,3,2,2.8
D4AD15;D3ZU13,D4AD15,Eif4g1;LOC100911431,0.498770981,0.785128011,0.999934107,1.41300932,413060000,421870000,413370000,457610000,429610000,427104000,616100000,604330000,575240000,638680000,544090000,595688000,27,39,30,39,41,35.2,45,48,46,46,44,45.8
D4AD70;P63174;D3ZZH2;D3ZW57;D4A862,D4AD70,RGD1561636;Rpl38;LOC680353;LOC686066;LOC678816,0.190263591,0.916991837,0.999934107,1.140972161,188360000,168360000,200550000,150910000,146590000,170954000,217340000,145560000,200620000,194990000,203710000,192444000,11,10,10,7,7,9,11,9,8,6,10,8.8
D4AD82;P81128,D4AD82,Arhgap35,1.589191784,0.395200179,0.999934107,3.008807451,0,36868000,27708000,56198000,60595000,36273800,105300000,92052000,97643000,116290000,126190000,107495000,0,5,3,7,5,4,13,11,11,15,11,12.2
D4ADF5,D4ADF5,Pdcd5,-1.837336526,0.329259924,0.999934107,0.279837939,11367000,10904000,24502000,18686000,0,13091800,18022000,0,0,0,0,3604400,3,2,5,2,0,2.4,3,0,0,0,0,0.6
D4ADZ9,D4ADZ9,Pus7,-1.039880241,0.572859729,0.999934107,0.486367846,0,22631000,0,24772000,0,9480600,0,0,0,23036000,0,4607200,0,3,0,4,2,1.8,0,2,0,5,0,1.4
D4AE00,D4AE00,Ap3b2,0.04607677,0.979856511,0.999934107,1.032453474,66911000,75382000,70663000,79154000,83748000,75171600,65939000,80833000,75413000,83053000,77724000,76592400,8,11,15,12,14,12,8,9,6,10,10,8.6
D4AE02,D4AE02,Fam98b,-0.253640919,0.889527709,0.999934107,0.838776927,69941000,68457000,68174000,57040000,63016000,65325600,43321000,56540000,70607000,53961000,46019000,54089600,7,11,6,8,7,7.8,5,7,5,8,3,5.6
D4AE06;D4A6E5,D4AE06,Fkbp15,0.030160093,0.986813881,0.999934107,1.021125432,40200000,50103000,51976000,57176000,61961000,52283200,47489000,54990000,52439000,62022000,46627000,52713400,3,5,8,7,7,6,4,5,5,7,5,5.2
D4AE49,D4AE49,Skiv2l2,-0.262505089,0.885698173,0.999934107,0.833639135,36192000,28225000,35056000,37550000,31174000,33639400,0,39282000,34105000,35270000,29781000,27687600,4,5,6,5,8,5.6,0,2,2,3,4,2.2
D4AE56,D4AE56,Ptges2,0.98741352,0.591999112,0.999934107,1.982627326,31708000,39138000,44012000,0,0,22971600,0,29391000,102680000,45049000,47522000,44928400,8,5,3,0,3,3.8,2,2,2,3,6,3
D4AE68;P82471;Q45QM4,D4AE68,Gnaq,-0.205731338,0.910276488,0.999934107,0.867099022,106110000,115390000,98624000,130320000,103800000,110848800,85565000,112020000,120490000,61953000,93318000,94669200,14,9,13,11,8,11,12,12,14,9,8,11
D4AE96,D4AE96,Ipo7,0.144132418,0.937059775,0.999934107,1.105065909,392320000,435030000,413990000,449280000,429610000,424046000,430750000,443420000,496040000,498640000,443270000,462424000,28,31,28,39,31,31.4,26,26,27,27,19,25
D4AEH3,D4AEH3,Psmd7,-0.01179456,0.99484313,0.999934107,0.991857961,280650000,309970000,248100000,273590000,285080000,279478000,239780000,270040000,276630000,308350000,273490000,273658000,37,40,27,29,25,31.6,20,22,19,16,17,18.8
D4AEH9,D4AEH9,Agl,-0.505879465,0.782157387,0.999934107,0.704230948,2.33E+08,210780000,239340000,296750000,282210000,252416000,154070000,139520000,170310000,207910000,205070000,175376000,20,27,36,40,42,33,13,12,14,23,16,15.6
D4AEI5;A0A0G2K402,D4AEI5,Myef2,-0.601689016,0.74250886,0.999934107,0.658982009,358730000,440950000,395250000,248850000,361330000,361022000,296550000,250070000,207120000,234870000,186450000,235012000,13,27,20,27,21,21.6,14,18,18,14,19,16.6
D4AEK9,D4AEK9,Ccdc6,0.379952318,0.835300664,0.999934107,1.301298846,0,33097000,31329000,0,26957000,18276600,42412000,42005000,0,33608000,0,23605000,0,3,3,0,3,1.8,2,3,2,3,0,2
D4AEP0,D4AEP0,Adss,0.95156577,0.605275382,0.999934107,1.933970476,121050000,141730000,103540000,144880000,138700000,129980000,258130000,275110000,259360000,189100000,257020000,247744000,16,15,14,13,14,14.4,25,24,19,18,19,21
E2RUH2;A0A0G2K9E0;P29315,E2RUH2,Rnh1,0.745571393,0.68450633,0.999934107,1.676638186,465520000,503090000,426950000,498600000,517930000,482418000,745800000,782060000,874490000,820480000,768010000,798168000,45,43,39,35,38,40,36,50,43,33,39,40.2
E9PSJ4;A0A0G2K6E8,E9PSJ4,Spag9,0.347885448,0.84899137,0.999934107,1.272693877,118480000,132450000,127280000,138830000,145580000,132524000,157350000,154040000,186910000,177260000,156660000,166444000,12,16,16,17,22,16.6,20,17,22,20,18,19.4
E9PSK7,E9PSK7,Mapk8ip3,0.093493958,0.959143264,0.999934107,1.066951027,68625000,74859000,75216000,85578000,81944000,77244400,74061000,75057000,81361000,96192000,80089000,81352000,10,11,9,14,11,11,8,7,9,14,10,9.6
E9PST5;Q5BJU9,E9PST5,Acin1,-0.20366224,0.911174357,0.999934107,0.868343498,104940000,102920000,101120000,124770000,117950000,110340000,81655000,94712000,84486000,111600000,100410000,94572600,12,14,14,20,17,15.4,9,11,11,12,13,11.2
E9PSV5;A0A0G2K931;A0A0G2KAC0,E9PSV5,Psat1,-0.759278075,0.679087891,0.999934107,0.590791889,1837200000,1892300000,1459500000,1743300000,1.77E+09,1740660000,877040000,1097300000,1101300000,993360000,1004600000,1014720000,72,84,77,64,59,71.2,39,48,39,33,45,40.8
E9PSV8;Q9JJK1,E9PSV8,Gpm6b,-0.260763243,0.886450474,0.999934107,0.834646241,390130000,371120000,368440000,328960000,330630000,357856000,329240000,299040000,294390000,302140000,249740000,294910000,13,18,17,15,18,16.2,13,12,14,14,5,11.6
E9PSY8;A7BFV9;Q5JC29,E9PSY8,Eps15,0.157923858,0.931054506,0.999934107,1.115680438,101750000,100880000,101830000,110290000,112210000,105392000,97380000,110520000,128550000,128230000,115560000,116048000,9,12,10,10,11,10.4,7,12,8,12,12,10.2
E9PT04;A0A0G2KA50,E9PT04,Vps39,-1.259394341,0.496746122,0.999934107,0.417719286,0,33423000,33027000,32670000,34511000,26726200,0,0,0,30599000,24586000,11037000,0,2,2,5,6,3,0,0,0,3,3,1.2
E9PT29;A0A096MIX2,E9PT29,Ddx17,-0.301789151,0.868766673,0.999934107,0.81124571,1272300000,1504500000,1549800000,1373100000,1529700000,1445880000,1172100000,1.25E+09,1055500000,1143100000,1170900000,1157320000,39,68,59,55,56,55.4,44,47,51,58,56,51.2
E9PT51,E9PT51,Poldip2,-0.13827939,0.939609709,0.999934107,0.908602141,60596000,63913000,53508000,69163000,60274000,61490800,48407000,62835000,55050000,62591000,46948000,55166200,12,13,10,8,11,10.8,4,7,4,7,8,6
E9PT66;B5DF12,E9PT66,Sf3b3,0.087582282,0.961724199,0.999934107,1.062587968,519370000,553870000,559700000,656960000,624180000,582816000,544170000,596610000,627660000,700570000,587230000,611248000,31,34,37,49,51,40.4,36,39,36,52,40,40.6
E9PT82;P58405-2;P58405;Q1KLB7,E9PT82,Strn3,0.236352428,0.897005488,0.999934107,1.178010524,58859000,60817000,59394000,59735000,51077000,57976400,69733000,62234000,63641000,66891000,74283000,67356400,6,8,9,11,7,8.2,9,9,11,11,8,9.6
E9PTB2;A0A1W2Q6F0;A0A1W2Q689,E9PTB2,Supt5h,-0.107368919,0.953087771,0.999934107,0.928279447,76188000,82429000,90753000,86018000,83324000,83742400,80943000,72370000,64375000,82426000,83368000,76696400,8,9,6,11,15,9.8,11,8,7,12,10,9.6
E9PTE1;F1MAQ7,E9PTE1,Son,0.226894391,0.901101013,0.999934107,1.170312968,23176000,24932000,21443000,0,26170000,19144200,24332000,21427000,21219000,23499000,20372000,22169800,0,0,3,3,6,2.4,3,3,3,5,3,3.4
E9PTN4;A0A0U1RRU0;Q4KLN3,E9PTN4,Srpk1,0.759460513,0.679015817,0.999934107,1.692857473,14661000,13749000,13511000,14365000,0,11257200,19741000,15495000,20449000,19477000,18742000,18780800,4,2,4,4,3,3.4,4,3,3,3,2,3
E9PTR4;A0A0G2JYC6;Q4V8A7,E9PTR4,Ubap2l,0.072297863,0.968399264,0.999934107,1.05138996,72874000,63815000,69194000,7.10E+07,77745000,70925600,85461000,101150000,57772000,58711000,64806000,73580000,7,5,8,7,10,7.4,11,12,7,10,6,9.2
E9PTW1;A0A0G2K5Q8,E9PTW1,Scamp3,-0.178635379,0.922044962,0.999934107,0.883538325,100650000,92663000,97639000,68082000,78114000,87429600,92673000,87986000,68332000,68535000,63821000,76269400,11,11,8,10,8,9.6,8,7,8,8,3,6.8
E9PTX9;Q9QX10,E9PTX9,Slc12a2,-0.386042896,0.832706958,0.999934107,0.765225632,80152000,99270000,93250000,137110000,114960000,104948400,60044000,78728000,81153000,99459000,76916000,79260000,6,12,9,23,20,14,6,8,7,15,8,8.8
E9PU01,E9PU01,Chd4,-0.07198774,0.968534731,0.999934107,0.95132636,294520000,266090000,256560000,316840000,337260000,294254000,278700000,259340000,287720000,309390000,246890000,276408000,24,39,26,39,41,33.8,27,20,26,38,28,27.8
E9PU28;Q6P9U9,E9PU28,Impdh2,0.195664378,0.914646239,0.999934107,1.145251441,271080000,260040000,256920000,249800000,262810000,260130000,242970000,292860000,346210000,318720000,269790000,294110000,25,30,29,22,28,26.8,28,24,28,22,17,23.8
F1LLX7,F1LLX7,Sfrp1,-0.526651416,0.7734988,0.999934107,0.694164063,119720000,102300000,101510000,109720000,107890000,108228000,69684000,67677000,85220000,74645000,73434000,74132000,14,13,13,9,10,11.8,5,3,4,8,8,5.6
F1LM09;Q4VSI4,F1LM09,Usp7,0.014349493,0.993726076,0.999934107,1.00999594,150690000,163490000,181850000,195600000,165770000,171480000,165450000,153460000,166370000,210390000,159240000,170982000,9,22,18,28,20,19.4,11,11,11,18,11,12.4
F1LM33;Q5SGE0,F1LM33,Lrpprc,-0.249109902,0.8914864,0.999934107,0.841415382,1264700000,1.38E+09,1.35E+09,1565900000,1498300000,1412580000,1.03E+09,1095600000,1251400000,1292700000,1198900000,1172720000,63,87,69,92,84,79,58,56,57,56,63,58
F1LM42;A0A0G2KBB9;F1M5N3;A0A0G2JZ56;A0A0G2KAS9;F1M9N9;A0A0G2K6R9,F1LM42,Ank2,0.069223471,0.969742263,0.999934107,1.049151827,648760000,646750000,678090000,761030000,709370000,688800000,621650000,700880000,695310000,808420000,739550000,713162000,48,59,56,63,62,57.6,46,45,40,67,49,49.4
F1LM55,F1LM55,Ccar2,0.39061042,0.830763265,0.999934107,1.310947963,441300000,499200000,516710000,550650000,516240000,504820000,602980000,569580000,682930000,747560000,662170000,653044000,27,36,33,36,33,33,43,30,29,38,29,33.8
F1LM66;Q5EB83,F1LM66,Eftud2,0.040333846,0.982366633,0.999934107,1.028351765,564060000,598450000,606720000,626500000,634980000,606142000,560830000,561580000,677260000,697310000,579510000,615298000,43,44,48,51,46,46.4,40,33,42,45,37,39.4
F1LMD9;P97874,F1LMD9,Gak,0.630180554,0.730868171,0.999934107,1.547758684,26042000,0,0,28347000,28601000,16598000,0,28140000,36727000,33417000,28609000,25378600,4,0,0,6,4,2.8,0,3,4,7,4,3.6
F1LMY3;Q62656;Q62656-2,F1LMY3,Ptprz1,-0.090186495,0.960587184,0.999934107,0.939401306,282790000,305010000,245440000,330620000,320440000,296860000,255250000,248200000,290010000,316220000,266670000,275270000,19,30,18,34,29,26,20,18,22,22,17,19.8
F1LMZ8;B5DEP6;A0A0G2JWX1;D3Z950,F1LMZ8,Psmd11,0.059134737,0.974150062,0.999934107,1.041840724,1.10E+09,1192100000,1065200000,1158600000,1161400000,1134860000,963430000,1124700000,1402500000,1132400000,1207600000,1166126000,44,54,44,42,41,45,37,40,37,37,31,36.4
F1LN59,F1LN59,Eif4g2,0.247907943,0.892006123,0.999934107,1.187483891,185450000,195080000,217280000,195200000,202830000,199168000,237060000,266370000,238900000,201620000,222390000,233268000,22,28,25,28,25,25.6,27,25,28,23,21,24.8
F1LN88,F1LN88,Aldh2,-0.03995225,0.982533429,0.999934107,0.972687141,1536600000,1207300000,1.23E+09,1176900000,1136800000,1258320000,1.08E+09,1153800000,1353600000,1191300000,1.26E+09,1207740000,52,53,57,48,52,52.4,48,52,49,38,43,46
F1LN92;Q5BJM6,F1LN92,Afg3l2,-0.066527114,0.970920207,0.999934107,0.954933971,31880000,44538000,41015000,47263000,41198000,41178800,38074000,37058000,37210000,41161000,40404000,38781400,3,6,7,8,6,6,6,4,3,6,4,4.6
F1LNC4;P58200,F1LNC4,Vti1b,-1.401605011,0.451024781,0.999934107,0.378507814,382440000,447620000,0,0,438110000,253634000,0,475840000,0,0,0,95168000,5,4,2,0,3,2.8,0,5,0,0,0,1
F1LND7;A0A0G2JXT3;P05369;Q7TPK0,F1LND7,Fdps,0.360137876,0.843753563,0.999934107,1.283548559,393160000,384150000,354250000,415560000,4.39E+08,397224000,509800000,549730000,566780000,521400000,369740000,503490000,27,24,27,22,22,24.4,30,24,24,23,23,24.8
F1LNE5;Q4QQR9,F1LNE5,Memo1,0.272124888,0.881545893,0.999934107,1.207585122,30964000,27076000,28539000,27410000,24390000,27675800,28666000,34702000,34154000,37256000,30226000,33000800,10,6,4,3,3,5.2,4,6,5,3,4,4.4
F1LNF0,F1LNF0,Myh14,-0.444426387,0.807959165,0.999934107,0.734876444,446400000,441690000,429190000,544020000,517810000,475822000,314380000,329010000,336680000,417430000,328750000,345250000,39,48,46,58,57,49.6,22,22,25,45,24,27.6
F1LNF1;A7VJC2;A7VJC2-4;A7VJC2-2;F1LM82;A7VJC2-3,F1LNF1,Hnrnpa2b1,-0.265488981,0.884409826,0.999934107,0.83191672,4061500000,4276600000,3970500000,4467100000,4695400000,4294220000,3.51E+09,3858600000,3240400000,3478700000,3533800000,3524900000,182,139,172,144,134,154.2,138,158,134,133,135,139.6
F1LNF7;Q99NA5,F1LNF7,Idh3a,-0.359928995,0.843842789,0.999934107,0.779202929,391720000,440370000,355710000,380130000,380840000,389754000,265680000,325820000,328590000,300340000,278140000,299714000,38,33,34,31,29,33,19,27,21,19,14,20
F1LNL2;F1M7H3;B2RYQ9,F1LNL2,Smarca5;LOC100359912,-0.082919554,0.963760207,0.999934107,0.944145064,116530000,119460000,113820000,130690000,138110000,123722000,106780000,107030000,110370000,132240000,120090000,115302000,17,16,21,17,17,17.6,9,10,9,14,11,10.6
F1LNM0;A0A0G2K1M2;Q62696,F1LNM0,Dlg1,0.107030758,0.953235319,0.999934107,1.077009338,78705000,78204000,80500000,80118000,83802000,80265800,77865000,81660000,85692000,90325000,90958000,85300000,5,12,9,11,11,9.6,9,13,8,11,5,9.2
F1LNS2;B2RZA3,F1LNS2,Fam45a,-0.211632226,0.907716532,0.999934107,0.86355967,18021000,17978000,19851000,16116000,18366000,18066400,16719000,21650000,22056000,0,16252000,15335400,7,3,3,4,3,4,2,3,5,2,2,2.8
F1LNT0;Q62951,F1LNT0,Dpysl4,-1.094472851,0.553323964,0.999934107,0.468307208,62284000,98235000,56036000,29551000,42611000,57743400,30054000,25635000,22170000,24937000,30624000,26684000,9,13,11,6,9,9.6,3,4,3,3,6,3.8
F1LNV5;A0A0G2K0T5;Q6P6Q9,F1LNV5,Micu1,-1.023843323,0.578672058,0.999934107,0.491804444,0,13751000,0,14019000,0,5554000,0,0,0,13648000,0,2729600,0,0,0,3,0,0.6,0,0,0,3,0,0.6
F1LNY3;P13596;A0A0G2K0M8,F1LNY3,Ncam1,-0.65478721,0.720874161,0.999934107,0.635169169,358750000,348020000,363980000,392970000,401110000,372966000,2.21E+08,203930000,233250000,273400000,237690000,233854000,17,23,26,25,29,24,16,15,15,20,15,16.2
F1LP30;Q5I0C3,F1LP30,Mccc1,-0.354492149,0.846166051,0.999934107,0.782144922,79818000,105140000,94989000,96732000,91500000,93635800,69809000,75924000,63303000,67911000,84050000,72199400,4,11,8,11,9,8.6,5,6,4,6,5,5.2
